scene_id,attack_name,suite,category,port,success,pcap_packets,pcap_bytes,tcp_syn,tcp_data,tcp_fin,tcp_rst,payload_bytes,duration_ms,cvss,cve_reference,pcap_file
102344193,Erroneous Execution Fu Type 2,phantom_delay,,15012,0,0,0,0,0,0,0,0,0.2,9.3,,Erroneous_Execution_Fu_Type_2_scene102344_p15012.pcap
102344193,Action Reorder Fu Type 4,phantom_delay,,15012,0,0,0,0,0,0,0,0,0.1,9.3,,Action_Reorder_Fu_Type_4_scene102344_p15012.pcap
102344439,Buffer Overflow Cmd,firmware,buffer_overflow,15011,0,58,4688,8,13,8,0,1344,29.2,0.0,CVE-2020-12695 (UPnP buffer overflow in IoT devices),Buffer_Overflow_Cmd_scene102344_p15011.pcap
102344439,Buffer Overflow Setid,firmware,buffer_overflow,15011,0,56,3610,8,12,8,0,378,6.2,0.0,CVE-2021-28372 (ThroughTek IoT device overflow),Buffer_Overflow_Setid_scene102344_p15011.pcap
102344439,Auth Bypass No Token,firmware,authentication_bypass,15011,1,84,5102,12,18,12,0,254,5.9,0.0,CVE-2019-19356 (Netis router auth bypass),Auth_Bypass_No_Token_scene102344_p15011.pcap
102344439,Auth Bypass Empty Token,firmware,authentication_bypass,15011,1,70,4255,10,15,10,0,215,7.7,0.0,CVE-2020-25078 (D-Link DCS camera hardcoded credentials),Auth_Bypass_Empty_Token_scene102344_p15011.pcap
102344439,Info Disclosure Debug Dump,firmware,information_disclosure,15011,1,28,1779,4,6,4,0,163,3.9,0.0,CVE-2021-36260 (Hikvision debug endpoint info disclosure),Info_Disclosure_Debug_Dump_scene102344_p15011.pcap
102344439,Info Disclosure Token Leak,firmware,information_disclosure,15011,0,70,4301,10,15,10,0,261,6.4,0.0,,Info_Disclosure_Token_Leak_scene102344_p15011.pcap
102344439,Command Injection Newline,firmware,command_injection,15011,1,70,4145,10,16,9,1,117,410.0,0.0,CVE-2019-17621 (D-Link command injection),Command_Injection_Newline_scene102344_p15011.pcap
102344439,Command Injection Null Byte,firmware,command_injection,15011,0,14,838,2,3,2,0,30,3003.4,0.0,,Command_Injection_Null_Byte_scene102344_p15011.pcap
102344439,Fw Update Overflow,firmware,firmware_update_attack,15011,1,42,2835,6,9,6,0,411,10.1,0.0,CVE-2022-25845 (Firmware update vulnerability in smart devices),Fw_Update_Overflow_scene102344_p15011.pcap
102344439,Fw Update No Signature,firmware,firmware_update_attack,15011,1,28,1783,4,6,4,0,167,4.8,0.0,CVE-2020-10882 (TP-Link unsigned firmware update),Fw_Update_No_Signature_scene102344_p15011.pcap
102344439,Dos Rapid Commands,firmware,denial_of_service,15011,1,1238,72362,204,306,109,95,1726,608.9,0.0,,Dos_Rapid_Commands_scene102344_p15011.pcap
102344439,Dos Large Payload,firmware,denial_of_service,15011,0,98,93022,12,25,12,0,87390,1957.2,0.0,,Dos_Large_Payload_scene102344_p15011.pcap
102344439,State Manipulation Disarm,firmware,state_manipulation,15011,1,112,6632,16,24,16,0,168,212.5,0.0,CVE-2019-9483 (SimpliSafe alarm disarm vulnerability),State_Manipulation_Disarm_scene102344_p15011.pcap
102344439,State Manipulation Calibration,firmware,state_manipulation,15011,0,56,3378,8,12,8,0,146,5.5,0.0,,State_Manipulation_Calibration_scene102344_p15011.pcap
102344439,Replay Command,firmware,replay_attack,15011,1,56,3311,8,12,8,0,79,210.3,0.0,CVE-2018-11714 (Zigbee replay vulnerability),Replay_Command_scene102344_p15011.pcap
102344439,Fuzzing Random,firmware,protocol_fuzzing,15011,1,122,8420,18,26,17,1,1384,24097.2,0.0,,Fuzzing_Random_scene102344_p15011.pcap
102344439,Fuzzing Format Strings,firmware,protocol_fuzzing,15011,0,98,5991,14,21,14,0,335,8.6,0.0,CVE-2019-14889 (libssh format string vulnerability),Fuzzing_Format_Strings_scene102344_p15011.pcap
102344439,Schedule Oob Write,firmware,buffer_overflow,15011,0,112,6873,16,24,16,0,409,9.8,0.0,CVE-2021-33104 (IoT OOB write vulnerability),Schedule_Oob_Write_scene102344_p15011.pcap
102344439,Unauthorized Subscribe,network,mqtt_eavesdropping,15011,0,0,0,0,0,0,0,0,104.7,0.0,,Unauthorized_Subscribe_scene102344_p15011.pcap
102344439,Mqtt Message Injection,network,mqtt_message_injection,15011,0,0,0,0,0,0,0,0,102.7,0.0,,Mqtt_Message_Injection_scene102344_p15011.pcap
102344439,Mqtt Topic Hijack,network,mqtt_topic_hijack,15011,0,0,0,0,0,0,0,0,103.6,0.0,,Mqtt_Topic_Hijack_scene102344_p15011.pcap
102344439,Tcp Connection Hijack,network,tcp_connection_hijack,15011,1,20,1185,2,6,2,0,41,510.4,0.0,,Tcp_Connection_Hijack_scene102344_p15011.pcap
102344439,Tcp Mitm Proxy,network,tcp_man_in_the_middle,15011,1,17,1015,2,6,0,1,51,1114.8,0.0,,Tcp_Mitm_Proxy_scene102344_p15011.pcap
102344439,Tcp Flood,network,network_denial_of_service,15011,1,427,30277,104,57,52,3,5153,2515.0,0.0,,Tcp_Flood_scene102344_p15011.pcap
102344439,Zigbee Replay,network,protocol_replay,15011,1,2,112,0,0,1,0,0,0.4,0.0,,Zigbee_Replay_scene102344_p15011.pcap
102344439,Zigbee Key Extraction,network,protocol_downgrade,15011,1,0,0,0,0,0,0,0,0.4,0.0,,Zigbee_Key_Extraction_scene102344_p15011.pcap
102344439,Protocol Downgrade,network,protocol_downgrade,15011,0,12,703,2,1,3,0,7,3002.0,0.0,,Protocol_Downgrade_scene102344_p15011.pcap
102344439,Arp Spoof,network,arp_spoofing,15011,1,0,0,0,0,0,0,0,0.3,0.0,,Arp_Spoof_scene102344_p15011.pcap
102344439,Dns Poison,network,dns_poisoning,15011,1,0,0,0,0,0,0,0,0.3,0.0,,Dns_Poison_scene102344_p15011.pcap
102344439,Deauth,network,deauthentication_attack,15011,1,0,0,0,0,0,0,0,0.5,0.0,,Deauth_scene102344_p15011.pcap
102344439,Evil Twin,network,evil_twin_ap,15011,1,0,0,0,0,0,0,0,0.3,0.0,,Evil_Twin_scene102344_p15011.pcap
102344439,Traffic Fingerprinting,network,traffic_analysis,15011,0,37,1757,2,1,1,29,9,2303.2,0.0,,Traffic_Fingerprinting_scene102344_p15011.pcap
102344439,State-Update Delay Fu Type 1,phantom_delay,,15011,0,12,614,0,2,1,2,2,0.3,9.3,,State-Update_Delay_Fu_Type_1_scene102344_p15011.pcap
102344439,Erroneous Execution Fu Type 2,phantom_delay,,15011,0,0,0,0,0,0,0,0,0.2,9.3,,Erroneous_Execution_Fu_Type_2_scene102344_p15011.pcap
102344439,Action Reorder Fu Type 4,phantom_delay,,15011,0,0,0,0,0,0,0,0,0.3,9.3,,Action_Reorder_Fu_Type_4_scene102344_p15011.pcap
102816009,Buffer Overflow Cmd,firmware,buffer_overflow,15012,0,56,4576,8,12,8,0,1344,33.3,0.0,CVE-2020-12695 (UPnP buffer overflow in IoT devices),Buffer_Overflow_Cmd_scene102816_p15012.pcap
102816009,Buffer Overflow Setid,firmware,buffer_overflow,15012,0,58,3720,8,13,8,0,376,7.0,0.0,CVE-2021-28372 (ThroughTek IoT device overflow),Buffer_Overflow_Setid_scene102816_p15012.pcap
102816009,Auth Bypass No Token,firmware,authentication_bypass,15012,1,86,5168,12,19,12,0,208,7.0,0.0,CVE-2019-19356 (Netis router auth bypass),Auth_Bypass_No_Token_scene102816_p15012.pcap
102816009,Auth Bypass Empty Token,firmware,authentication_bypass,15012,1,70,4255,10,15,10,0,215,8.8,0.0,CVE-2020-25078 (D-Link DCS camera hardcoded credentials),Auth_Bypass_Empty_Token_scene102816_p15012.pcap
102816009,Info Disclosure Debug Dump,firmware,information_disclosure,15012,1,28,1733,4,6,4,0,117,3.4,0.0,CVE-2021-36260 (Hikvision debug endpoint info disclosure),Info_Disclosure_Debug_Dump_scene102816_p15012.pcap
102816009,Info Disclosure Token Leak,firmware,information_disclosure,15012,0,72,4389,10,16,10,0,237,7.8,0.0,,Info_Disclosure_Token_Leak_scene102816_p15012.pcap
102816009,Command Injection Newline,firmware,command_injection,15012,1,70,4145,10,16,9,1,117,416.0,0.0,CVE-2019-17621 (D-Link command injection),Command_Injection_Newline_scene102816_p15012.pcap
102816009,Command Injection Null Byte,firmware,command_injection,15012,0,14,838,2,3,2,0,30,3003.4,0.0,,Command_Injection_Null_Byte_scene102816_p15012.pcap
102816009,Fw Update Overflow,firmware,firmware_update_attack,15012,0,42,2939,6,9,6,0,515,12.3,0.0,CVE-2022-25845 (Firmware update vulnerability in smart devices),Fw_Update_Overflow_scene102816_p15012.pcap
102816009,Fw Update No Signature,firmware,firmware_update_attack,15012,0,28,1814,4,6,4,0,198,5.4,0.0,CVE-2020-10882 (TP-Link unsigned firmware update),Fw_Update_No_Signature_scene102816_p15012.pcap
102816009,Dos Rapid Commands,firmware,denial_of_service,15012,1,1250,73126,204,306,114,88,1734,611.5,0.0,,Dos_Rapid_Commands_scene102816_p15012.pcap
102816009,Dos Large Payload,firmware,denial_of_service,15012,0,94,92798,12,23,12,0,87390,1955.2,0.0,,Dos_Large_Payload_scene102816_p15012.pcap
102816009,State Manipulation Disarm,firmware,state_manipulation,15012,1,114,6744,16,25,16,0,168,218.0,0.0,CVE-2019-9483 (SimpliSafe alarm disarm vulnerability),State_Manipulation_Disarm_scene102816_p15012.pcap
102816009,State Manipulation Calibration,firmware,state_manipulation,15012,0,58,3464,8,13,8,0,120,5.7,0.0,,State_Manipulation_Calibration_scene102816_p15012.pcap
102816009,Replay Command,firmware,replay_attack,15012,1,56,3311,8,12,8,0,79,205.4,0.0,CVE-2018-11714 (Zigbee replay vulnerability),Replay_Command_scene102816_p15012.pcap
102816009,Fuzzing Random,firmware,protocol_fuzzing,15012,0,138,9384,18,33,18,0,1440,24045.1,0.0,,Fuzzing_Random_scene102816_p15012.pcap
102816009,Fuzzing Format Strings,firmware,protocol_fuzzing,15012,0,100,6103,14,22,14,0,335,9.4,0.0,CVE-2019-14889 (libssh format string vulnerability),Fuzzing_Format_Strings_scene102816_p15012.pcap
102816009,Schedule Oob Write,firmware,buffer_overflow,15012,0,120,7321,16,28,16,0,409,11.2,0.0,CVE-2021-33104 (IoT OOB write vulnerability),Schedule_Oob_Write_scene102816_p15012.pcap
102816009,Unauthorized Subscribe,network,mqtt_eavesdropping,15012,0,0,0,0,0,0,0,0,104.1,0.0,,Unauthorized_Subscribe_scene102816_p15012.pcap
102816009,Mqtt Message Injection,network,mqtt_message_injection,15012,0,0,0,0,0,0,0,0,106.5,0.0,,Mqtt_Message_Injection_scene102816_p15012.pcap
102816009,Mqtt Topic Hijack,network,mqtt_topic_hijack,15012,0,0,0,0,0,0,0,0,106.4,0.0,,Mqtt_Topic_Hijack_scene102816_p15012.pcap
102816009,Tcp Connection Hijack,network,tcp_connection_hijack,15012,1,20,1185,2,6,2,0,41,510.3,0.0,,Tcp_Connection_Hijack_scene102816_p15012.pcap
102816009,Tcp Mitm Proxy,network,tcp_man_in_the_middle,15012,1,17,1015,2,6,0,1,51,1123.7,0.0,,Tcp_Mitm_Proxy_scene102816_p15012.pcap
102816009,Tcp Flood,network,network_denial_of_service,15012,1,431,30546,104,59,53,3,5198,2522.2,0.0,,Tcp_Flood_scene102816_p15012.pcap
102816009,Zigbee Replay,network,protocol_replay,15012,1,4,213,0,1,1,1,1,0.3,0.0,,Zigbee_Replay_scene102816_p15012.pcap
102816009,Zigbee Key Extraction,network,protocol_downgrade,15012,1,0,0,0,0,0,0,0,0.4,0.0,,Zigbee_Key_Extraction_scene102816_p15012.pcap
102816009,Protocol Downgrade,network,protocol_downgrade,15012,0,12,701,2,3,1,1,17,1.3,0.0,,Protocol_Downgrade_scene102816_p15012.pcap
102816009,Arp Spoof,network,arp_spoofing,15012,1,30,1667,0,3,13,2,11,0.2,0.0,,Arp_Spoof_scene102816_p15012.pcap
102816009,Dns Poison,network,dns_poisoning,15012,1,0,0,0,0,0,0,0,0.3,0.0,,Dns_Poison_scene102816_p15012.pcap
102816009,Deauth,network,deauthentication_attack,15012,1,0,0,0,0,0,0,0,0.5,0.0,,Deauth_scene102816_p15012.pcap
102816009,Evil Twin,network,evil_twin_ap,15012,1,0,0,0,0,0,0,0,0.2,0.0,,Evil_Twin_scene102816_p15012.pcap
102816009,Traffic Fingerprinting,network,traffic_analysis,15012,0,8,481,2,1,1,0,9,2312.9,0.0,,Traffic_Fingerprinting_scene102816_p15012.pcap
102816009,State-Update Delay Fu Type 1,phantom_delay,,15012,0,13,572,0,0,0,13,0,0.2,9.3,,State-Update_Delay_Fu_Type_1_scene102816_p15012.pcap
102816009,Erroneous Execution Fu Type 2,phantom_delay,,15012,0,0,0,0,0,0,0,0,0.1,9.3,,Erroneous_Execution_Fu_Type_2_scene102816_p15012.pcap
102816009,Action Reorder Fu Type 4,phantom_delay,,15012,0,2,100,0,0,0,0,0,0.1,9.3,,Action_Reorder_Fu_Type_4_scene102816_p15012.pcap
102816615,Buffer Overflow Cmd,firmware,buffer_overflow,15011,0,58,4688,8,13,8,0,1344,26.9,0.0,CVE-2020-12695 (UPnP buffer overflow in IoT devices),Buffer_Overflow_Cmd_scene102816_p15011.pcap
102816615,Buffer Overflow Setid,firmware,buffer_overflow,15011,0,60,3834,8,14,8,0,378,6.1,0.0,CVE-2021-28372 (ThroughTek IoT device overflow),Buffer_Overflow_Setid_scene102816_p15011.pcap
102816615,Auth Bypass No Token,firmware,authentication_bypass,15011,1,86,5214,12,19,12,0,254,6.2,0.0,CVE-2019-19356 (Netis router auth bypass),Auth_Bypass_No_Token_scene102816_p15011.pcap
102816615,Auth Bypass Empty Token,firmware,authentication_bypass,15011,1,70,4255,10,15,10,0,215,6.2,0.0,CVE-2020-25078 (D-Link DCS camera hardcoded credentials),Auth_Bypass_Empty_Token_scene102816_p15011.pcap
102816615,Info Disclosure Debug Dump,firmware,information_disclosure,15011,1,28,1779,4,6,4,0,163,4.4,0.0,CVE-2021-36260 (Hikvision debug endpoint info disclosure),Info_Disclosure_Debug_Dump_scene102816_p15011.pcap
102816615,Info Disclosure Token Leak,firmware,information_disclosure,15011,0,72,4413,10,16,10,0,261,6.1,0.0,,Info_Disclosure_Token_Leak_scene102816_p15011.pcap
102816615,Command Injection Newline,firmware,command_injection,15011,1,70,4131,10,16,9,1,103,420.9,0.0,CVE-2019-17621 (D-Link command injection),Command_Injection_Newline_scene102816_p15011.pcap
102816615,Command Injection Null Byte,firmware,command_injection,15011,0,14,838,2,3,2,0,30,3004.3,0.0,,Command_Injection_Null_Byte_scene102816_p15011.pcap
102816615,Fw Update Overflow,firmware,firmware_update_attack,15011,1,42,2835,6,9,6,0,411,13.0,0.0,CVE-2022-25845 (Firmware update vulnerability in smart devices),Fw_Update_Overflow_scene102816_p15011.pcap
102816615,Fw Update No Signature,firmware,firmware_update_attack,15011,1,28,1783,4,6,4,0,167,5.3,0.0,CVE-2020-10882 (TP-Link unsigned firmware update),Fw_Update_No_Signature_scene102816_p15011.pcap
102816615,Dos Rapid Commands,firmware,denial_of_service,15011,1,1261,73784,204,309,116,84,1728,585.0,0.0,,Dos_Rapid_Commands_scene102816_p15011.pcap
